year,centre_code,centre_name,ownership,address,postal_code,municipality_code,municipality,county,utm_x,utm_y,longitude,latitude,source_url
2025,43003793,La Salle Torreforta,Ordes i Congregacions Catòlics,"c. Sant Benilde, 15",43006,431482,Tarragona,Tarragonès,349984,4553600,1.213055,41.11984,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43005169,Escola Pau Delclòs,Departament d'Educació i Formació Professional,"c. Méndez Núñez, 14",43004,431482,Tarragona,Tarragonès,353290,4552921,1.252575,41.11433,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43005170,Escola La Floresta,Departament d'Educació i Formació Professional,Urbanització la Floresta,43006,431482,Tarragona,Tarragonès,350037,4554243,1.213524,41.12564,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43005686,Escola Riu Clar,Departament d'Educació i Formació Professional,"Urbanització Riu Clar, s/n",43006,431482,Tarragona,Tarragonès,351015,4553592,1.225327,41.11996,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43005704,Institut Francesc Vidal i Barraquer,Departament d'Educació i Formació Professional,"av. Lluís Companys, 1",43005,431482,Tarragona,Tarragonès,352583,4553562,1.244006,41.11998,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43005731,La Muntanyeta,Fundacions,c.Muntanyeta S.Pere/ctra. Pallaresos Km1,43007,431482,Tarragona,Tarragonès,353208,4554896,1.251126,41.1321,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43005911,Escola Campclar,Departament d'Educació i Formació Professional,"Urbanització Verge del Pilar, s/n",43006,431482,Tarragona,Tarragonès,349858,4553178,1.211658,41.116,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43005959,Escola Cèsar August,Departament d'Educació i Formació Professional,"c. Joan Bta. Plana, 9",43005,431482,Tarragona,Tarragonès,352071,4553661,1.237886,41.12078,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006125,Institut Campclar,Departament d'Educació i Formació Professional,"Rambla de Ponent, 66",43006,431482,Tarragona,Tarragonès,349824,4554058,1.211034,41.1239,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006162,Solc,Cooperatives,"c. Apodaca, 3",43004,431482,Tarragona,Tarragonès,353131,4552761,1.250715,41.11286,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006253,EASD de Tarragona,Corporacions Locals,"ctra.de Valls, s/n,Zona Educacional",43007,431482,Tarragona,Tarragonès,352436,4554860,1.241948,41.13163,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006265,Escola de Dansa Artemis,Persones Físiques,"ptge. Cobos, 5-7",43001,431482,Tarragona,Tarragonès,350809,4552867,1.22305,41.1134,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006277,Cons. de Música de Tarragona,Corporacions Locals,"c. Cavallers, 10",43003,431482,Tarragona,Tarragonès,353577,4553290,1.255909,41.11771,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006563,Escola Marcel·lí Domingo,Departament d'Educació i Formació Professional,ctra. Pallaresos (Ub. S. Pere i S.Pau),43007,431482,Tarragona,Tarragonès,352916,4555669,1.247461,41.13901,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006630,Institut Pere Martell,Departament d'Educació i Formació Professional,"Autovia de Salou, s/n",43006,431482,Tarragona,Tarragonès,348824,4551750,1.1997,41.10297,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006940,EOI de Tarragona,Departament d'Educació i Formació Professional,"C. Smith, 55",43001,431482,Tarragona,Tarragonès,352705,4552667,1.24567,41.11194,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43007051,CFA Josepa Massanés i Dalmau,Departament d'Educació i Formació Professional,"c. Fra Antoni Cardona i Grau, s/n",43002,431482,Tarragona,Tarragonès,353472,4553799,1.254537,41.12227,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43007117,Escola Pax,Departament d'Educació i Formació Professional,"av. Josep Gramunt i Subiela, 55-57",43007,431482,Tarragona,Tarragonès,352969,4554166,1.248459,41.12548,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43007713,Llar d'infants El Ninot,Corporacions Locals,"c. Riu Onyar, s/n (Campclar)",43006,431482,Tarragona,Tarragonès,349607,4553167,1.208669,41.11587,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43007725,Llar d'infants La Taronja,Corporacions Locals,"c. Riu Llobregat, s/n (Campclar)",43006,431482,Tarragona,Tarragonès,348880,4553180,1.200011,41.11586,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43007853,Llar d'infants La Baldufa,Departament d'Educació i Formació Professional,"ctra. de València, s/n(barri del Pilar)",43006,431482,Tarragona,Tarragonès,349968,4553177,1.212958,41.11603,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43007981,Bao Bab,Cooperatives,"Via Augusta, 34",43003,431482,Tarragona,Tarragonès,354019,4553149,1.261204,41.11651,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43008390,Institut Torreforta,Departament d'Educació i Formació Professional,"c. Móra d'Ebre, s/n",43006,431482,Tarragona,Tarragonès,350221,4553930,1.215789,41.12286,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43008432,Institut Sant Pere i Sant Pau,Departament d'Educació i Formació Professional,"c. de l'Institut, s/n",43007,431482,Tarragona,Tarragonès,352899,4555748,1.247248,41.1397,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43008501,Institut Pont del Diable,Departament d'Educació i Formació Professional,"av. de Sant Salvador, 17-A",43130,431482,Tarragona,Tarragonès,352436,4557816,1.241227,41.15825,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43008560,Àngel de la Guarda,Societats Civils,"c. Prat de la Riba, 18",43001,431482,Tarragona,Tarragonès,352796,4553109,1.246647,41.1159,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43008687,LLI privada Yo-Ni,Societats Mercantils,"c. Rovira i Virgili, 54",43007,431482,Tarragona,Tarragonès,353311,4553992,1.252566,41.12398,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43008729,CFA Tarragona,Departament d'Educació i Formació Professional,"Perllongació carrer B,s/n(Barri Riu Clar",43006,431482,Tarragona,Tarragonès,350729,4553583,1.221924,41.11983,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43008766,Esc. de Música Municipal,Corporacions Locals,"c. Armanyà, 10",43003,431482,Tarragona,Tarragonès,353334,4552914,1.253097,41.11428,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43008778,CFA Fòrum,Corporacions Locals,"av. Ramon i Cajal, 70",43001,431482,Tarragona,Tarragonès,352405,4553119,1.242008,41.11599,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43008791,Esc. de Música de la Diputació de Tarragona,Corporacions Locals,"c. Cavallers, 10",43003,431482,Tarragona,Tarragonès,353579,4553290,1.255924,41.1177,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43009175,L'Alba i La Cigonya,Societats Mercantils,"c. Reding, 6",43001,431482,Tarragona,Tarragonès,353144,4552953,1.250831,41.11459,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43009230,Escola Tarragona,Departament d'Educació i Formació Professional,"c. Guillem Oliver, 3",43005,431482,Tarragona,Tarragonès,352028,4554319,1.237208,41.12669,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43009369,Escola Saavedra,Departament d'Educació i Formació Professional,"Via de l'Imperi, 1",43003,431482,Tarragona,Tarragonès,353320,4553293,1.252848,41.11769,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43009539,LLI privada Baobad-rosa,Cooperatives,"Via Augusta, 74",43003,431482,Tarragona,Tarragonès,354644,4553403,1.268586,41.11891,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43009576,Esc. de Música Estudi de Música,Cooperatives,"c. Sant Francesc, 4",43003,431482,Tarragona,Tarragonès,353384.7,4553191.9,1.253638,41.11679,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43009722,Institut Cal·lípolis,Departament d'Educació i Formació Professional,"Autovia de Salou, s/n",43006,431482,Tarragona,Tarragonès,348963,4551488,1.201415,41.10064,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43010256,Llar d'infants El Serrallo,Corporacions Locals,"Barri del Serrallo, s/n",43003,431482,Tarragona,Tarragonès,352222,4552614,1.239933,41.11138,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43010281,LLI privada El Bosquet,Societats Mercantils,"urb. Els Pinars, 45",43007,431482,Tarragona,Tarragonès,356971,4555342,1.295834,41.13679,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43010396,Escola de Ponent,Departament d'Educació i Formació Professional,"av. del President Tarradellas, s/n",43006,431482,Tarragona,Tarragonès,349464,4553525,1.206878,41.11907,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43010438,Llar d'infants El Miracle,Corporacions Locals,"pl. Cardenal Arce Ochotorena, s/n",43003,431482,Tarragona,Tarragonès,353915,4552977,1.260007,41.11495,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43010700,CASASFORMACIÓN.ES,Societats Mercantils,"c. Dr. Zamenhoff, 3 bxs.",43001,431482,Tarragona,Tarragonès,352849,4552772,1.24736,41.11291,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43010955,Llar d'infants Sant Pere i Sant Pau,Corporacions Locals,rbla. de Sant Pere i Sant Pau,43004,431482,Tarragona,Tarragonès,353435,4555563,1.253671,41.13815,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43010979,Llar d'infants Sant Salvador,Corporacions Locals,"av. Sant Salvador, 13",43130,431482,Tarragona,Tarragonès,352452,4558153,1.241338,41.16129,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43011479,Institut Tarragona,Departament d'Educació i Formació Professional,"pl. de la Imperial Tarraco, 1",43003,431482,Tarragona,Tarragonès,352770,4553485,1.246252,41.11932,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43011561,Llar d'infants L'Arrabassada,Corporacions Locals,"c. Internet, s/n",43001,431482,Tarragona,Tarragonès,354395,4553795,1.265523,41.1224,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012125,Novatècnica,Societats Mercantils,"c. Francolí, 52-54, baixos",43006,431482,Tarragona,Tarragonès,350550,4553503,1.21981,41.11907,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012162,Llar d'infants Bonavista,Corporacions Locals,"c. Vint-i-u, s/n",43100,431482,Tarragona,Tarragonès,348460,4553876,1.194832,41.12205,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012216,Llar d'infants Cèsar August,Corporacions Locals,"c. Joan Baptista Plana, 9",43005,431482,Tarragona,Tarragonès,352072,4553658,1.237902,41.12074,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012447,Bettatur,Societats Mercantils,"Via de l'Imperi Romà, 11",43001,431482,Tarragona,Tarragonès,353394,4553301,1.253728,41.11777,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012629,Aula Magna,Societats Mercantils,"av. República Argentina, 11",43007,431482,Tarragona,Tarragonès,352484,4553826,1.24276,41.1223,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012642,LLI privada Xino-Xano Joan XXIII,Societats Mercantils,"c. Arquebisbe Josep Pont i Gol, 19",43005,431482,Tarragona,Tarragonès,351874,4554379,1.23536,41.1272,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012708,CEOP,Societats Mercantils,"av. Roma, 5C, 1-2",43005,431482,Tarragona,Tarragonès,352473,4553433,1.24272,41.1188,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012897,AFENTD,Associacions,"c. Sant Benilde, 15",43006,431482,Tarragona,Tarragonès,349987,4553601,1.213089,41.11985,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012939,Òrgan Gestor del Complex Educatiu de Tarragona,Departament d'Educació i Formació Professional,"ctra. de Salou, s/n",43004,431482,Tarragona,Tarragonès,349019,4551666,1.20204,41.10225,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012976,Institut Escola Mediterrani,Departament d'Educació i Formació Professional,"c. Riu Ter, s/n",43001,431482,Tarragona,Tarragonès,349017,4553148,1.201649,41.11559,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43013002,HDA Hospital de Dia de Tarragona - HDA,Altres Departaments,"av. Vidal i Barraquer, 27,esc.9,local 2",43001,431482,Tarragona,Tarragonès,352347,4552782,1.241382,41.1129,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43013063,LLI privada Teresianes-Jaycar,Fundacions,"c. d'Ixart, 10",43003,431482,Tarragona,Tarragonès,353198,4553258,1.251397,41.11735,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43013166,Centre de Formació CBS,Societats Mercantils,"c. Ventallols, 5",43003,431482,Tarragona,Tarragonès,353784,4553261,1.258375,41.11747,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43013191,Institut Escola L'Arrabassada,Departament d'Educació i Formació Professional,"c. Mercè Rodoreda, s/n",43001,431482,Tarragona,Tarragonès,354961,4553889,1.272123,41.12333,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43013233,Ilerna Tarragona,Societats Mercantils,"c. Joan Serra i Vilaró, 7",43007,431482,Tarragona,Tarragonès,352603,4554537,1.244009,41.1287,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43013270,Vedruna Dansa,Fundacions,"c. Santa Joaquima Vedruna, 10",43001,431482,Tarragona,Tarragonès,352956,4553637,1.248423,41.12072,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43013361,Llar d'infants Baobab-Lestonnac,Ordes i Congregacions Catòlics,"c. Joan Fuster i Ort, 24-26",43007,431482,Tarragona,Tarragonès,354662.171,4553729.155,1.26872,41.12186,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43003884,Escola Antoni Roig,Departament d'Educació i Formació Professional,av. Sant Jordi. núm. 1(ap.correus 142),43830,431536,Torredembarra,Tarragonès,365347,4556266,1.395397,41.14654,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006851,Escola Molí de Vent,Departament d'Educació i Formació Professional,"c. de les Escoles, 13-15",43830,431536,Torredembarra,Tarragonès,365952,4556493,1.402552,41.14868,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43006952,Institut Torredembarra,Departament d'Educació i Formació Professional,"av. de Sant Jordi, 62-64",43830,431536,Torredembarra,Tarragonès,365836,4556684,1.401123,41.15039,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43007661,Institut Ramon de la Torre,Departament d'Educació i Formació Professional,"c. Camí del Moro, 28-40",43830,431536,Torredembarra,Tarragonès,366827,4556655,1.412938,41.15029,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43009242,Escola L'Antina,Departament d'Educació i Formació Professional,"pg. Miramar, 190-200",43830,431536,Torredembarra,Tarragonès,366888,4556299,1.413737,41.147,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43009643,Llar d'infants El Cirerer,Corporacions Locals,"c. Camí de l'Era, 52-54",43830,431536,Torredembarra,Tarragonès,365722,4556295,1.399853,41.14686,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43009746,Esc. de Música Municipal de Torredembarra,Corporacions Locals,"c. Alt de Sant Pere, 35",43830,431536,Torredembarra,Tarragonès,365666,4556176,1.399213,41.14578,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43010918,Escola de Dansa Centrescènic,Societats Civils,"c. Eduard Benot, 11/c. Carnisseria, 9",43830,431536,Torredembarra,Tarragonès,365417,4556126,1.396259,41.14529,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43011650,EB privada La Casa de les Fades,Societats Mercantils,"c.Joaquim Torres Ibern, 7 local I",43830,431536,Torredembarra,Tarragonès,366986,4556512,1.414861,41.14902,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012253,Llar d'infants Els Gegants de la Torre,Corporacions Locals,"c. de les Escoles, s/n",43830,431536,Torredembarra,Tarragonès,365905,4556614,1.401966,41.14976,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
2025,43012794,Centre d'Estudis Eqüestres Torredembarra,Societats Mercantils,"ctra. La Riera, s/n",43830,431536,Torredembarra,Tarragonès,365027,4556453,1.391536,41.14817,https://analisi.transparenciacatalunya.cat/resource/kvmv-ahh4.csv?%24where=nom_comarca%3D%27Tarragon%C3%A8s%27&%24limit=50000&%24order=any%2Ccodi_municipi_6%2Ccodi_centre
