course,year,centre_code,centre_name,nature,municipality_code,municipality,county
2025/2026,2025,43012939,Òrgan Gestor del Complex Educatiu de Tarragona,Públic,431482,Tarragona,Tarragonès
2025/2026,2025,43012976,Institut Escola Mediterrani,Públic,431482,Tarragona,Tarragonès
2025/2026,2025,43013002,HDA Hospital de Dia de Tarragona - HDA,Públic,431482,Tarragona,Tarragonès
2025/2026,2025,43013063,LLI privada Teresianes-Jaycar,Privat,431482,Tarragona,Tarragonès
2025/2026,2025,43013166,Centre de Formació CBS,Privat,431482,Tarragona,Tarragonès
2025/2026,2025,43013191,Institut Escola L'Arrabassada,Públic,431482,Tarragona,Tarragonès
2025/2026,2025,43013233,Ilerna Tarragona,Privat,431482,Tarragona,Tarragonès
2025/2026,2025,43013270,Vedruna Dansa,Privat,431482,Tarragona,Tarragonès
2025/2026,2025,43013361,Llar d'infants Baobab-Lestonnac,Privat,431482,Tarragona,Tarragonès
2025/2026,2025,43003884,Escola Antoni Roig,Públic,431536,Torredembarra,Tarragonès
2025/2026,2025,43006851,Escola Molí de Vent,Públic,431536,Torredembarra,Tarragonès
2025/2026,2025,43006952,Institut Torredembarra,Públic,431536,Torredembarra,Tarragonès
2025/2026,2025,43007661,Institut Ramon de la Torre,Públic,431536,Torredembarra,Tarragonès
2025/2026,2025,43009242,Escola L'Antina,Públic,431536,Torredembarra,Tarragonès
2025/2026,2025,43009643,Llar d'infants El Cirerer,Públic,431536,Torredembarra,Tarragonès
2025/2026,2025,43009746,Esc. de Música Municipal de Torredembarra,Públic,431536,Torredembarra,Tarragonès
2025/2026,2025,43010918,Escola de Dansa Centrescènic,Privat,431536,Torredembarra,Tarragonès
2025/2026,2025,43011650,EB privada La Casa de les Fades,Privat,431536,Torredembarra,Tarragonès
2025/2026,2025,43012253,Llar d'infants Els Gegants de la Torre,Públic,431536,Torredembarra,Tarragonès
2025/2026,2025,43012794,Centre d'Estudis Eqüestres Torredembarra,Privat,431536,Torredembarra,Tarragonès
2025/2026,2025,43004864,Escola Pere Virgili,Públic,431665,Vilallonga del Camp,Tarragonès
2025/2026,2025,43010104,Llar d'infants Patufet,Públic,431665,Vilallonga del Camp,Tarragonès
2025/2026,2025,43004979,Escola Torroja i Miret,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43005005,Escola Sant Bernat Calvó,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43005947,Escola Cal·lípolis,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43005972,Institut Ramon Barbat i Miracle,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43006241,Escola La Plana,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43006289,Cons. de Música de Vila-seca,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43006332,Escola Mestral,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43008158,LLI privada Pineda,Privat,431711,Vila-seca,Tarragonès
2025/2026,2025,43008523,Institut Vila-seca,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43008742,Esc. de Música Municipal de Vila-seca,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43010086,CFA Vilaseca,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43010426,EB privada L'Estel,Privat,431711,Vila-seca,Tarragonès
2025/2026,2025,43010530,Escola Miramar,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43011492,Escola La Canaleta,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43011595,Llar d'infants Fartets,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43012551,Llar d'infants Les Vimeteres,Públic,431711,Vila-seca,Tarragonès
2025/2026,2025,43013348,Escola de Dansa África Aguilar,Privat,431711,Vila-seca,Tarragonès
2025/2026,2025,43004931,Escola Santa Maria del Mar,Públic,439057,Salou,Tarragonès
2025/2026,2025,43004967,Elisabeth,Privat,439057,Salou,Tarragonès
2025/2026,2025,43006393,Escola Europa,Públic,439057,Salou,Tarragonès
2025/2026,2025,43007026,LLI privada Nou Esplai,Privat,439057,Salou,Tarragonès
2025/2026,2025,43007518,Esc. de Música Municipal,Públic,439057,Salou,Tarragonès
2025/2026,2025,43007543,Institut Jaume I,Públic,439057,Salou,Tarragonès
2025/2026,2025,43009451,Escola Salou,Públic,439057,Salou,Tarragonès
2025/2026,2025,43010153,Escola Vora Mar,Públic,439057,Salou,Tarragonès
2025/2026,2025,43010347,Institut Marta Mata,Públic,439057,Salou,Tarragonès
2025/2026,2025,43010921,Llar d'infants La Balena Blava,Públic,439057,Salou,Tarragonès
2025/2026,2025,43011200,EOI de Salou,Públic,439057,Salou,Tarragonès
2025/2026,2025,43011765,CFA Àgora,Públic,439057,Salou,Tarragonès
2025/2026,2025,43012022,Llar d'infants Cavallet de Mar,Públic,439057,Salou,Tarragonès
2025/2026,2025,43012666,EIC,Privat,439057,Salou,Tarragonès
2025/2026,2025,43003185,Escola La Canonja,Públic,439076,La Canonja,Tarragonès
2025/2026,2025,43008237,LLI privada Mare de Déu de l'Esperança,Privat,439076,La Canonja,Tarragonès
2025/2026,2025,43008481,Institut Collblanc,Públic,439076,La Canonja,Tarragonès
