year,municipality_code,municipality,age_code,age_label,age_order,birthplace_code,birthplace_label,sex_code,sex_label,population,status,source,source_updated,source_url
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,CA09,Catalunya,F,dones,453,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,CA09,Catalunya,TOTAL,total,963,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,RES,resta d'Espanya,M,homes,226,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,RES,resta d'Espanya,F,dones,197,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,RES,resta d'Espanya,TOTAL,total,423,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,ESTR,estranger,M,homes,785,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,ESTR,estranger,F,dones,694,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,ESTR,estranger,TOTAL,total,1479,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,TOTAL,total,M,homes,1521,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,TOTAL,total,F,dones,1344,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y040_044,de 40 a 44 anys,8,TOTAL,total,TOTAL,total,2865,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,CA09,Catalunya,M,homes,449,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,CA09,Catalunya,F,dones,431,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,CA09,Catalunya,TOTAL,total,880,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,RES,resta d'Espanya,M,homes,249,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,RES,resta d'Espanya,F,dones,232,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,RES,resta d'Espanya,TOTAL,total,481,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,ESTR,estranger,M,homes,686,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,ESTR,estranger,F,dones,518,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,ESTR,estranger,TOTAL,total,1204,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,TOTAL,total,M,homes,1384,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,TOTAL,total,F,dones,1181,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y045_049,de 45 a 49 anys,9,TOTAL,total,TOTAL,total,2565,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,CA09,Catalunya,M,homes,398,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,CA09,Catalunya,F,dones,353,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,CA09,Catalunya,TOTAL,total,751,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,RES,resta d'Espanya,M,homes,303,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,RES,resta d'Espanya,F,dones,237,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,RES,resta d'Espanya,TOTAL,total,540,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,ESTR,estranger,M,homes,573,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,ESTR,estranger,F,dones,478,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,ESTR,estranger,TOTAL,total,1051,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,TOTAL,total,M,homes,1274,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,TOTAL,total,F,dones,1068,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y050_054,de 50 a 54 anys,10,TOTAL,total,TOTAL,total,2342,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,CA09,Catalunya,M,homes,289,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,CA09,Catalunya,F,dones,292,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,CA09,Catalunya,TOTAL,total,581,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,RES,resta d'Espanya,M,homes,319,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,RES,resta d'Espanya,F,dones,320,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,RES,resta d'Espanya,TOTAL,total,639,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,ESTR,estranger,M,homes,375,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,ESTR,estranger,F,dones,345,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,ESTR,estranger,TOTAL,total,720,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,TOTAL,total,M,homes,983,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,TOTAL,total,F,dones,957,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y055_059,de 55 a 59 anys,11,TOTAL,total,TOTAL,total,1940,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,CA09,Catalunya,M,homes,212,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,CA09,Catalunya,F,dones,199,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,CA09,Catalunya,TOTAL,total,411,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,RES,resta d'Espanya,M,homes,340,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,RES,resta d'Espanya,F,dones,338,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,RES,resta d'Espanya,TOTAL,total,678,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,ESTR,estranger,M,homes,266,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,ESTR,estranger,F,dones,254,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,ESTR,estranger,TOTAL,total,520,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,TOTAL,total,M,homes,818,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,TOTAL,total,F,dones,791,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y060_064,de 60 a 64 anys,12,TOTAL,total,TOTAL,total,1609,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,CA09,Catalunya,M,homes,150,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,CA09,Catalunya,F,dones,159,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,CA09,Catalunya,TOTAL,total,309,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,RES,resta d'Espanya,M,homes,301,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,RES,resta d'Espanya,F,dones,292,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,RES,resta d'Espanya,TOTAL,total,593,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,ESTR,estranger,M,homes,152,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,ESTR,estranger,F,dones,188,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,ESTR,estranger,TOTAL,total,340,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,TOTAL,total,M,homes,603,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,TOTAL,total,F,dones,639,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y065_069,de 65 a 69 anys,13,TOTAL,total,TOTAL,total,1242,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,CA09,Catalunya,M,homes,128,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,CA09,Catalunya,F,dones,139,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,CA09,Catalunya,TOTAL,total,267,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,RES,resta d'Espanya,M,homes,257,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,RES,resta d'Espanya,F,dones,265,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,RES,resta d'Espanya,TOTAL,total,522,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,ESTR,estranger,M,homes,105,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,ESTR,estranger,F,dones,127,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,ESTR,estranger,TOTAL,total,232,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,TOTAL,total,M,homes,490,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,TOTAL,total,F,dones,531,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y070_074,de 70 a 74 anys,14,TOTAL,total,TOTAL,total,1021,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,CA09,Catalunya,M,homes,98,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,CA09,Catalunya,F,dones,103,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,CA09,Catalunya,TOTAL,total,201,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,RES,resta d'Espanya,M,homes,147,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,RES,resta d'Espanya,F,dones,185,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,RES,resta d'Espanya,TOTAL,total,332,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,ESTR,estranger,M,homes,45,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,ESTR,estranger,F,dones,54,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,ESTR,estranger,TOTAL,total,99,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,TOTAL,total,M,homes,290,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,TOTAL,total,F,dones,342,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y075_079,de 75 a 79 anys,15,TOTAL,total,TOTAL,total,632,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y080_084,de 80 a 84 anys,16,CA09,Catalunya,M,homes,68,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y080_084,de 80 a 84 anys,16,CA09,Catalunya,F,dones,76,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y080_084,de 80 a 84 anys,16,CA09,Catalunya,TOTAL,total,144,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y080_084,de 80 a 84 anys,16,RES,resta d'Espanya,M,homes,92,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y080_084,de 80 a 84 anys,16,RES,resta d'Espanya,F,dones,136,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
2021,439057,Salou,Y080_084,de 80 a 84 anys,16,RES,resta d'Espanya,TOTAL,total,228,,"Idescat, a partir del Cens de població i habitatges de l'INE.",2026-02-25,"https://api.idescat.cat/taules/v2/censph/535/562/mun/data?lang=ca&YEAR=2021&MUN=431711,439057"
