YEAR,MUN,municipality_name,AGE,age_label,SEX,CONCEPT,value,status,source_url
2021,430957,"Morell, el",Y099,99 anys,TOTAL,POP,1,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430957,"Morell, el",Y_GE100,100 anys o més,TOTAL,POP,0,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430957,"Morell, el",TOTAL,total,TOTAL,POP,3727,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y000,0 anys,TOTAL,POP,2,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y001,1 any,TOTAL,POP,3,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y002,2 anys,TOTAL,POP,9,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y003,3 anys,TOTAL,POP,6,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y004,4 anys,TOTAL,POP,9,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y005,5 anys,TOTAL,POP,10.0,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y006,6 anys,TOTAL,POP,11,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y007,7 anys,TOTAL,POP,7,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y008,8 anys,TOTAL,POP,8,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y009,9 anys,TOTAL,POP,14,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y010,10 anys,TOTAL,POP,8,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y011,11 anys,TOTAL,POP,9,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y012,12 anys,TOTAL,POP,8,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y013,13 anys,TOTAL,POP,14,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y014,14 anys,TOTAL,POP,8,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y015,15 anys,TOTAL,POP,11,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y016,16 anys,TOTAL,POP,11,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y017,17 anys,TOTAL,POP,7,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y018,18 anys,TOTAL,POP,8,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y019,19 anys,TOTAL,POP,13,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y020,20 anys,TOTAL,POP,9,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y021,21 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y022,22 anys,TOTAL,POP,5,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y023,23 anys,TOTAL,POP,6,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y024,24 anys,TOTAL,POP,0,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y025,25 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y026,26 anys,TOTAL,POP,5,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y027,27 anys,TOTAL,POP,5,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y028,28 anys,TOTAL,POP,6,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y029,29 anys,TOTAL,POP,3,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y030,30 anys,TOTAL,POP,7,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y031,31 anys,TOTAL,POP,3,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y032,32 anys,TOTAL,POP,7,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y033,33 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y034,34 anys,TOTAL,POP,6,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y035,35 anys,TOTAL,POP,7,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y036,36 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y037,37 anys,TOTAL,POP,14,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y038,38 anys,TOTAL,POP,9,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y039,39 anys,TOTAL,POP,7,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y040,40 anys,TOTAL,POP,11,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y041,41 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y042,42 anys,TOTAL,POP,10.0,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y043,43 anys,TOTAL,POP,15,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y044,44 anys,TOTAL,POP,11,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y045,45 anys,TOTAL,POP,9,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y046,46 anys,TOTAL,POP,10.0,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y047,47 anys,TOTAL,POP,9,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y048,48 anys,TOTAL,POP,21,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y049,49 anys,TOTAL,POP,14,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y050,50 anys,TOTAL,POP,10.0,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y051,51 anys,TOTAL,POP,12,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y052,52 anys,TOTAL,POP,9,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y053,53 anys,TOTAL,POP,7,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y054,54 anys,TOTAL,POP,11,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y055,55 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y056,56 anys,TOTAL,POP,5,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y057,57 anys,TOTAL,POP,8,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y058,58 anys,TOTAL,POP,9,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y059,59 anys,TOTAL,POP,6,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y060,60 anys,TOTAL,POP,10.0,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y061,61 anys,TOTAL,POP,5,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y062,62 anys,TOTAL,POP,3,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y063,63 anys,TOTAL,POP,6,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y064,64 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y065,65 anys,TOTAL,POP,3,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y066,66 anys,TOTAL,POP,2,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y067,67 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y068,68 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y069,69 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y070,70 anys,TOTAL,POP,7,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y071,71 anys,TOTAL,POP,6,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y072,72 anys,TOTAL,POP,2,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y073,73 anys,TOTAL,POP,6,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y074,74 anys,TOTAL,POP,5,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y075,75 anys,TOTAL,POP,8,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y076,76 anys,TOTAL,POP,8,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y077,77 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y078,78 anys,TOTAL,POP,3,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y079,79 anys,TOTAL,POP,2,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
2021,430976,"Nou de Gaià, la",Y080,80 anys,TOTAL,POP,4,,"https://api.idescat.cat/taules/v2/censph/10/5975/mun/data?lang=ca&YEAR=2021&MUN=430120,430430,430477,430509,430957,430976,431009,431037,431093,431114,431227,431264,431310,431359,431444,431482,431536,431649,431665,431711,439057,439076&SEX=TOTAL"
